rpt_rec_num,Provider CCN,Facility Name,Street Address,City,State Code,Zip Code,County,Medicare CBSA Number,Rural versus Urban,Fiscal Year Begin Date,Fiscal Year End Date,Type of Control,Total Days Title V,Total Days Title XVIII,Total Days Title XIX,Total Days Other,Total Days Total,Number of Beds,Total Bed Days Available,Total Discharges Title V,Total Discharges Title XVIII,Total Discharges Title XIX,Total Discharges Title Other,Total Discharges Total,SNF Average Length of Stay Title V,SNF Average Length of Stay Title XVIII,SNF Average Length of Stay Title XIX,SNF Average Length of Stay Total,SNF Admissions Title V,SNF Admissions Title XVIII,SNF Admissions Title XIX,SNF Admissions Other,SNF Admissions Total,SNF Days Title V,SNF Days Title XVIII,SNF Days Title XIX,SNF Days Other,SNF Days Total,SNF Number of Beds,SNF Bed Days Available,SNF Discharges Title V,SNF Discharges Title XVIII,SNF Discharges Title XIX,SNF Discharges Title Other,SNF Discharges Total,NF Number of Beds,NF Bed Days Available,NF Days Title V,NF Days Title XIX,NF Days Other,NF Days Total,NF Discharges Title V,NF Discharges Title XIX,NF Discharges Title Other,NF Discharges Total,NF Average Length of Stay Title V,NF Average Length of Stay Title XIX,NF Average Length of Stay Total,NF Admissions Title V,NF Admissions Title XIX,NF Admissions Other,NF Admissions Total,Total RUG Days,Total Salaries From Worksheet A,Overhead Non-Salary Costs,Total Charges,Total Costs,Wage-related Costs (core),Total Salaries (adjusted),Contract Labor,Cash on hand and in banks,Temporary Investments,Notes Receivable,Accounts Receivable,Less: Allowances for uncollectible notes and accounts receivable,Inventory,Prepaid expenses,Other current assets,Total Current Assets,Land,Land improvements,Buildings,Leasehold improvements,Fixed equipment,Major movable equipment,Minor equipment depreciable,Total fixed Assets,Investments,Other Assets,Total other Assets,Total Assets,Accounts payable,"Salaries, wages, and fees payable",Payroll taxes payable,Notes and Loans Payable (short term),Deferred income,Other current liabilities,Total current liabilities,Mortgage payable,Notes Payable,Unsecured Loans,Other long term liabilities,Total long term liabilities,Total liabilities,General fund balance,Total fund balances,Total Liabilities and fund balances,Total General Inpatient Care Services Revenue,Inpatient Revenue,Outpatient Revenue,Gross Revenue,Less Contractual Allowance and discounts on patients' accounts,Net Patient Revenue,Less Total Operating Expense,Net Income from service to patients,Total Other Income,Total Income,Net Income,Inpatient PPS Amount,Nursing and Allied Health Education Activities,Allowable Bad Debts
1412736,345070,DURHAM OPERATIONS LLC,411 S LASALLE ST,DURHAM,NC,27705,DURHAM,20500,U,2023-01-01,2023-12-31,5,,2969,25704,3934,32607,126,45990,,38,112,61,211,,78,230,155,,68,62,72,202,,2969,25704,3934,32607,126,45990,,38,112,61,211,,,,,,,,,,,,,,,,,,,3583045,6122422,2599351,1100866,437267,3583045,,375058,,,1475524,108258,,44762,269465,6156798,,,,215111,,412519,,258825,,,,6415623,587122,218622,,,,97280,903024,,,,,,903024,5729115,5729115,6632139,10941560,13689314,,13689314,2305909,11383405,9705467,1677938,3451,1681389,1681389,1795755,,359490
1413541,345143,SILER CITY CENTER,900 W DOLPHIN STREET,SILER CITY,NC,27344,CHATHAM,20500,U,2023-01-01,2023-12-31,4,,1119,42263,7559,50941,150,54750,,37,125,101,263,,30,338,194,,47,70,139,256,,1119,42263,7559,50941,150,54750,,37,125,101,263,,,,,,,,,,,,,,,,,,,4794541,9104436,1792272,1120223,603235,4794541,4029513,5350,,,1658331,126803,63422,10685,13334,1629752,,26162,10985608,484325,707159,590035,,10008496,,,7100888,18739136,773056,,,,,270735,1043791,14393936,,,,16782766,17826557,912579,912579,18739136,18627526,20420582,,20420582,5686403,14734179,13898977,835202,77377,912579,912579,648201,,68900
1413882,345130,CONCORD REHABILITATION AND NURSING C,515 LAKE CONCORD ROAD NE,CONCORD,NC,28025-2925,CABARRUS,16740,U,2023-01-01,2023-12-31,5,,1507,27562,7224,36293,120,43800,,41,127,124,292,,37,217,124,,51,99,134,284,,1507,27562,7224,36293,120,43800,,41,127,124,292,,,,,,,,,,,,,,,,,,,5122108,7514587,822403,988358,525416,5122108,1518926,-53005,,,2045557,,,1053842,,-1666677,,167534,,1999884,325135,75668,,2184869,,363289,375418,893610,-718165,127208,8790,,,14064,-568103,,,,47562,47562,-520541,1414151,1414151,893610,11221581,12246161,,12246161,351283,11894878,12636695,-741817,835,-740982,-740982,898422,,139228
1413883,345133,RIDGE VALLEY CENTER FOR NURSING AND,1000 COLLEGE STREET,WILKESBORO,NC,28697-2732,WILKES,99934,R,2023-01-01,2023-12-31,5,,1489,21462,8237,31188,120,43800,,30,160,193,383,,50,134,81,,54,123,198,375,,1489,21462,8237,31188,120,43800,,30,160,193,383,,,,,,,,,,,,,,,,,,,3265242,9148485,864889,1061175,388669,3265242,2890701,3976,,,2289046,,,614142,,2907076,,,,1249998,273653,69855,,1252796,,439540,451669,4611541,3138255,93294,7992,,,66349,3305890,,,,24541,24541,3330431,1281110,1281110,4611541,9867879,10732768,,10732768,295287,10437481,12413727,-1976246,1410,-1974836,-1974836,854839,,108952
1414250,345187,GRACE HEIGHTS HEALTH & REHABILITATIO,109 FOOTHILLS DRIVE,MORGANTON,NC,28655,BURKE,25860,U,2023-01-01,2023-12-31,4,,4948,21776,8600,35324,120,43800,,145,55,230,430,,34,396,82,,173,88,230,491,,4948,21776,8600,35324,120,43800,,145,55,230,430,,,,,,,,,,,,,,,,,,,5355140,7295006,4577747,2118557,895667,5355140,1119593,1518895,,,1121033,38547,,3605,,2602625,,,6701718,539407,,435984,,6677179,,,,9279804,356198,269889,59136,,,5990575,6675482,,,,,,6675482,2604322,2604322,9279804,10639880,15227203,,15227203,848746,14378457,12650146,1728311,30235,1758546,1758546,3320973,,104408
1414253,345377,EAST CAROLINA REHAB & WELLNESS,2575 WEST 5TH STREET,GREENVILLE,NC,24780,PITT,24780,U,2022-10-01,2023-09-30,6,,1927,17471,10166,29564,150,54750,,45,79,89,213,,43,221,114,,74,84,80,238,,1927,17471,4038,23436,130,47450,,45,79,81,205,,,,,,,,,,,,,,,,,,,4409580,3853628,895018,938690,581266,4409580,,-7978,,,718101,115000,,-9764,,599676,,,19590,,167783,,,57599,,,,657275,726998,202680,,,,-809289,120389,,,,,,120389,536886,536886,657275,7823697,8718715,,8718715,755125,7963590,8263208,-299618,19728,-279890,-279890,1083755,,151829
1414254,345420,ALAMANCE HEALTH CARE CENTER,1987 HILTON ROAD,BURLINGTON,NC,27217,ALAMANCE,15500,U,2023-01-01,2023-12-31,4,,1830,40277,7131,49238,180,65700,,27,78,14,119,,68,516,414,,1,101,17,119,,1830,40277,7131,49238,180,65700,,27,78,14,119,,,,,,,,,,,,,,,,,,,8014482,10114647,3280070,1518210,791171,8014482,402986,118457,,,2488472,53344,,373738,52662,3303679,,,,66505,,158757,,16821285,,,,20124964,3667209,202862,1859,-858476,,17884782,22810658,,,,,,22810658,-2685694,-2685694,20124964,15211946,18517084,,18517084,3007833,15509251,18129129,-2619878,622084,-1997794,-1997794,1110549,,127975
1414255,345446,COLLEGE PINES HEALTH & REHABILITATIO,95 LOCUST ST,CONNELLY SPRINGS,NC,28612,BURKE,25860,U,2023-01-01,2023-12-31,4,,6929,17932,8763,33624,104,37960,,152,48,141,341,,46,374,98,,183,29,142,354,,6929,17932,8427,33288,100,36500,,152,48,140,340,,,,,,,,,,,,,,,,,,,5175432,7576320,4772259,2325790,1230488,5175432,1292841,1503266,,,999801,68463,,7170,,2435958,,28719,4107891,675372,,857901,,4542334,,,,6978292,439600,323720,55133,,,3236237,4065477,,,,,,4065477,2912815,2912815,6978292,10378515,15156900,,15156900,980428,14176472,12751752,1424720,5732,1430452,1430452,4628376,,150530
1414256,345457,BELAIRE HEALTH CARE CENTER,2065 LYON STREET,GASTONIA,NC,28052,GASTON,16740,U,2023-01-01,2023-12-31,5,,7607,10373,9491,27471,80,29200,,223,126,115,464,,34,82,59,,1,241,220,462,,7607,10373,9491,27471,80,29200,,223,126,115,464,,,,,,,,,,,,,,,,,,,4836255,8728264,5432361,2373524,579303,4836255,146135,440375,,,1909001,,,854233,-12390,3479049,,,,99852,,162792,,17476875,,,,20955924,950596,139432,1293,1514361,,20504659,20552637,,,,,,20552637,403287,403287,20955924,12483040,17915601,,17915601,5274145,12641456,13564519,-923063,,-923063,-923063,5083651,,333734
1414258,345460,GUILFORD HEALTH CARE CENTER,2041 WILLOW ROAD,GREENSBORO,NC,27406,GUILFORD,24660,U,2023-01-01,2023-12-31,5,,4142,22740,10312,37194,110,40150,,90,108,49,247,,46,211,151,,6,150,68,224,,4142,22740,10312,37194,110,40150,,90,108,49,247,,,,,,,,,,,,,,,,,,,5572574,9601070,4666255,1763505,593664,5572574,856095,322280,,,2174675,,,57928,-7128,2996263,,,,62443,,104167,,17107627,,,,20103890,1538049,131714,1331,1162976,,19313453,19576143,,,,,,19576143,527747,527747,20103890,13979858,18647149,,18647149,4464688,14182461,15173644,-991183,316814,-674369,-674369,2615525,,234660
1414259,345505,CAROLINA REHAB CTR OF CUMBERLAND,4600 CUMBERLAND ROAD,FAYETTEVILLE,NC,28306,CUMBERLAND,22180,U,2023-01-01,2023-12-31,5,,9648,27412,10422,47482,136,49640,,267,193,72,532,,36,142,89,,5,354,133,492,,9648,27412,10422,47482,136,49640,,267,193,72,532,,,,,,,,,,,,,,,,,,,6920565,11586695,6687229,2854864,729039,6920565,33468,586907,,,2557608,19405,,54607,64669,3774820,,,,413187,,190707,,28613392,,,,32388212,800670,133691,1571,2078482,,32470205,33875192,,,,,,33875192,-1486980,-1486980,32388212,18874497,25575033,,25575033,6521127,19053906,18507260,546646,458372,1005018,1005018,5663217,,387909
1414260,345548,ASHTON HEALTH AND REHAB,5533 BURLINGTON ROAD,MCLEANSVILLE,NC,27301,GUILFORD,24660,U,2023-01-01,2023-12-31,4,,3041,21508,8984,33533,134,48910,,67,42,195,304,,45,512,110,,101,119,210,430,,3041,21508,8984,33533,134,48910,,67,42,195,304,,,,,,,,,,,,,,,,,,,5008677,7318768,3929182,1761001,806708,5008677,852808,712966,,,1122952,155484,,5233,,1746945,,,18351526,70645,,1622650,,18471965,,,,20218910,338707,162699,65159,,,18333578,19103522,,,,,,19103522,1115388,1115388,20218910,10605032,14626590,,14626590,2164760,12461830,12327445,134385,314726,449111,449111,1923381,,57066
1415921,345197,WILLOW RIDGE HEALTHCARE,237 TRYON ROAD,RUTHERFORD,NC,28139,RUTHERFORD,99934,R,2023-01-01,2023-12-31,5,,3544,33567,4145,41256,136,49640,,56,103,120,279,,63,326,148,,109,121,124,354,,3544,33567,4145,41256,136,49640,,56,103,120,279,,,,,,,,,,,,,,,,,,,3289472,10199273,1362906,1397891,448525,3289472,3509234,458753,,,3183740,16000,,110922,,3717769,,144850,,518565,400368,,,760204,,7712291,16480858,20958831,571840,130770,,308360,,66566,1077536,,7603527,,,7603527,8681063,12277768,12277768,20958831,13936362,15299268,,15299268,687726,14611542,13488745,1122797,6098,1128895,1128895,2110162,,389216
1415922,345415,PINEVILLE HEALTHCARE,1010 LAKEVIEW DRIVE,PINEVILLE,NC,28134,MECKLENBURG,16740,U,2023-01-01,2023-12-31,5,,3098,13556,9779,26433,106,38690,,104,72,339,515,,30,188,51,,146,70,344,560,,3098,13556,9779,26433,106,38690,,104,72,339,515,,,,,,,,,,,,,,,,,,,3195164,7695962,1735204,1743932,480984,3195164,2029971,507925,,,1955300,12000,,28844,,2473709,,2330,,2252921,256862,,,1460919,,,3777314,7711942,1137770,177172,,8075,,117511,1440528,,2260,,,2260,1442788,6269154,6269154,7711942,10199615,11934819,,11934819,1272567,10662252,10891126,-228874,193523,-35351,-35351,1969025,,184604
1415923,345434,CARVER HEALTHCARE,321 E. CARVER STREET,DURHAM,NC,27704,DURHAM,20500,U,2023-01-01,2023-12-31,5,,3772,52617,10405,66794,232,84680,,57,208,248,513,,66,253,130,,119,199,261,579,,3772,52617,10405,66794,232,84680,,57,208,248,513,,,,,,,,,,,,,,,,,,,7886959,12805418,2282799,2162580,1057439,7886959,3422869,1182204,,,4389694,15000,,85063,,5510500,,274784,,2689198,554726,,,2952535,,13075369,21913811,30376846,1370512,407978,,492393,,143733,2414616,,12163394,,,12163394,14578010,15798836,15798836,30376846,21510341,23793140,,23793140,1133218,22659922,20692377,1967545,34675,2002220,2002220,2461611,,515463
1415924,345458,TREYBURN REHABILITATION CENTER,2059 TORREDGE ROAD,DURHAM,NC,27712,DURHAM,20500,U,2023-01-01,2023-12-31,4,,3564,28943,8483,40990,132,48180,,102,69,224,395,,35,419,104,,118,34,259,411,,3564,28943,8483,40990,132,48180,,102,69,224,395,,,,,,,,,,,,,,,,,,,5215933,7476925,3826690,1471509,640686,5215933,1422065,3972,,,2312666,720838,,98596,378,2103177,,,,587721,494446,,,486409,,3317505,3317505,5907091,518756,242561,,1021393,,20365,1923711,,2241850,,,2241850,4165561,1741530,1741530,5907091,12676099,16565603,,16565603,2445062,14120541,12692858,1427683,22126,1449809,1449809,2150816,,179365
1416760,345228,RIDGEWOOD HEALTHCARE,1624 HIGHLAND DRIVE,WASHINGTON,NC,27889,BEAUFORT,99934,R,2023-01-01,2023-12-31,5,,6853,26488,7611,40952,128,46720,,182,124,176,482,,38,214,85,,245,137,172,554,,6853,26488,7611,40952,128,46720,,182,124,176,482,,,,,,,,,,,,,,,,,,,4647517,7527218,1650353,1694236,739526,4647517,953779,1234606,,,2230228,17000,,70513,,3546558,,9050,,1727983,209486,,,1102225,,5930100,16718980,21367763,461217,239823,,381784,,97287,1180111,,5548316,,,5548316,6728427,14639336,14639336,21367763,14348853,15999206,,15999206,968154,15031052,12174735,2856317,3838,2860155,2860155,3874293,,211994
1416762,345312,GREENS AT HENDERSONVILLE,1870 PISGAH DRIVE,HENDERSONVILLE,NC,28791,HENDERSON,11700,U,2023-01-01,2023-12-31,4,,3732,19678,5611,29021,120,43800,,61,70,226,357,,61,281,81,,99,72,230,401,,3732,19678,5611,29021,120,43800,,61,70,226,357,,,,,,,,,,,,,,,,,,,1860871,10083947,1636670,1610632,350353,1860871,4624500,119351,,,1828409,,,40987,,1988747,,4100,,224140,175363,,,364975,,,84701,2438423,757211,154246,,,,80692,992149,,9754,,,2365155,3357304,-918881,-918881,2438423,10403483,12040153,,12040153,973909,11066244,11944818,-878574,8426,-870148,-870148,2150518,,377308
1418083,345102,MAGGIE VALLEY OPERATIONS LLC,75 FISHER LOOP,MAGGIE VALLEY,NC,27705,HAYWOOD,11700,U,2023-01-01,2023-12-31,5,,5807,21400,6148,33355,114,41610,,122,98,173,393,,48,218,85,,141,62,193,396,,5807,21400,6148,33355,114,41610,,122,98,173,393,,,,,,,,,,,,,,,,,,,3635349,7923064,3247874,1353762,564445,3635349,,1643503,,,1815544,233605,,812741,33544,5271460,,,,12398,,363431,,150675,,,,5422135,925251,276835,,,,440138,1642224,,,,,,1642224,3779911,3779911,5422135,10745199,14021387,,14021387,1442476,12578911,11558413,1020498,5537,1026035,1026035,3203316,,307918
1418084,345129,DAVIE NURSING & REHABILITATION CENTE,498 MADISON ROAD,MOCKSVILLE,NC,27028,DAVIE,49180,U,2023-01-01,2023-12-31,4,,2722,20713,12190,35625,108,39420,,89,109,248,446,,31,190,74,,111,38,271,420,,2722,20713,8152,31587,96,35040,,89,109,226,424,,,,,,,,,,,,,,,,,,,5287807,5822430,3922179,1566242,638888,5287807,869653,13067,,,1628804,289525,,22120,,1374466,,,,46961,,165616,,96701,,561,1655405,3126572,371738,250177,37615,,,1084,660614,,,,,,660614,2465958,2465958,3126572,9032990,13139030,,13139030,630408,12508622,11110237,1398385,3553,1401938,1401938,1726184,,25855
1419080,345044,ST JOSEPH OF THE PINES,100 GOSSMAN DRIVE,SOUTHERN PINES,NC,28374,MOORE,99934,R,2023-07-01,2024-06-30,1,,6753,5623,13544,25920,176,64416,,228,3,270,501,,30,1874,52,,238,,246,484,,6753,5623,13544,25920,176,64416,,228,3,270,501,,,,,,,,,,,,,,,,,,,12548977,22871632,2311883,1658682,1597160,12548977,1125198,69659,7636755,,6964846,713653,157745,83068,,19155327,695347,6344334,119435120,85592,13058694,1075778,,48818433,,2812363,2812363,70786123,,1452153,772995,,,5152570,7449781,41833409,,,20065432,61898841,69348622,1437501,1437501,70786123,12600272,14912155,,14912155,4467912,10444243,35420609,-24976366,26274369,1298003,1298003,3816301,,48518
1419081,345080,GREENS AT VIEWMONT,220 13TH AVE PL NW,HICKORY,NC,28601,CATAWBA,25860,U,2023-01-01,2023-12-31,4,,2050,22082,6181,30313,104,37960,,44,92,211,347,,47,240,87,,80,101,204,385,,2050,22082,6181,30313,104,37960,,44,92,211,347,,,,,,,,,,,,,,,,,,,3777363,6926377,1094920,1187324,547251,3777363,1059767,128972,,,1939174,,,49131,,2128849,,,,2553168,244242,,,2783093,,,69345,4981287,138383,238331,,,,172302,549016,,61764,,,3457035,4006051,975236,975236,4981287,10563711,11658631,,11658631,544569,11114062,10703740,410322,8548,418870,418870,1234314,,182373
1419082,345331,AHSNF - SARDIS OAKS,5151 SARDIS ROAD,CHARLOTTE,NC,27270,MECKLENBURG,16740,U,2023-01-01,2023-12-31,2,,1065,22791,8330,32186,124,45260,,21,70,82,173,,51,326,186,,96,48,31,175,,1065,22791,8330,32186,124,45260,,21,70,82,173,,,,,,,,,,,,,,,,,,,6437626,8605904,2478787,1730014,1206558,6437626,689090,450,,,725808,417702,,,,-2690394,782523,1295496,8857532,,957726,,,3870425,,,,1180031,-294798,,,,,-32822,-327620,,,,,,-327620,1507651,1507651,1180031,8595148,11073935,,11073935,2440866,8633069,15043530,-6410461,85050,-6325411,-6325411,661664,,37373
1419083,345378,PRUITTHEALTH - ROCKINGHAM  LLC,804 LONG DRIVE,ROCKINGHAM,NC,28379,RICHMOND,99934,R,2023-07-01,2024-06-30,6,,1386,20644,5875,27905,120,43920,,30,117,114,261,,46,176,107,,46,21,104,171,,1386,20644,5875,27905,120,43920,,30,117,114,261,,,,,,,,,,,,,,,,,,,3860373,5087706,1247350,1154161,453180,3860373,,58663,,,1597992,667442,,7170,,83854,,,,49502,537361,957489,,1087620,,20167,20167,1191641,225232,360011,24434,,,5899,615576,,,,,,615576,576065,576065,1191641,8459583,9706933,,9706933,268534,9438399,8948079,490320,4132,494452,494452,779289,,47426
1419084,345418,SWANNANOA VALLEY HEALTH AND REHABILI,1984 US-70 HWY,SWANNANOA,NC,28778-8212,BUNCOMBE,11700,U,2023-01-01,2023-12-31,4,,1286,28805,5227,35318,106,38690,,25,121,74,220,,51,238,161,,44,92,93,229,,1286,28805,5227,35318,106,38690,,25,121,74,220,,,,,,,,,,,,,,,,,,,1536969,10778608,629684,864144,217502,1536969,4781134,,,,900018,,,15811,,1009210,,,,33510,181084,10999,,205626,,52056,52056,1266892,1932621,46549,2307,,,-1464,2005039,,,,,,2005039,-738147,-738147,1266892,11051924,11899592,,11899592,239587,11660005,12315577,-655572,-1990,-657562,-657562,690309,,55316
1419087,345566,PRUITTHEALTH - UNION POINTE  LLC,3510 WEST HIGHWAY 74,MONROE,NC,28110,UNION,16740,U,2023-07-01,2024-06-30,6,,4391,12566,11276,28233,90,32940,,154,25,350,529,,29,503,53,,167,3,279,449,,4391,12566,11276,28233,90,32940,,154,25,350,529,,,,,,,,,,,,,,,,,,,4810539,7728689,2582014,2210917,540817,4810539,,58737,,,1649556,605466,,7227,,-9768302,,124929,,,189328,765856,,521520,,19126,19126,-9227656,86468,376386,33225,,,4763,500842,,,,,,500842,-9728498,-9728498,-9227656,9553357,12135371,,12135371,589268,11546103,12539228,-993125,85638,-907487,-907487,2670928,,54584
