ENROLLMENT ID,ASSOCIATE ID,ORGANIZATION NAME,ASSOCIATE ID - OWNER,TYPE - OWNER,ROLE CODE - OWNER,ROLE TEXT - OWNER,ASSOCIATION DATE - OWNER,FIRST NAME - OWNER,MIDDLE NAME - OWNER,LAST NAME - OWNER,TITLE - OWNER,ORGANIZATION NAME - OWNER,DOING BUSINESS AS NAME - OWNER,ADDRESS LINE 1 - OWNER,ADDRESS LINE 2 - OWNER,CITY - OWNER,STATE - OWNER,ZIP CODE - OWNER,PERCENTAGE OWNERSHIP,CREATED FOR ACQUISITION - OWNER,CORPORATION - OWNER,LLC - OWNER,MEDICAL PROVIDER SUPPLIER - OWNER,MANAGEMENT SERVICES COMPANY - OWNER,MEDICAL STAFFING COMPANY - OWNER,HOLDING COMPANY - OWNER,INVESTMENT FIRM - OWNER,FINANCIAL INSTITUTION - OWNER,CONSULTING FIRM - OWNER,FOR PROFIT - OWNER,NON PROFIT - OWNER,PRIVATE EQUITY COMPANY - OWNER,REIT - OWNER,CHAIN HOME OFFICE - OWNER,TRUST OR TRUSTEE - OWNER,OTHER TYPE - OWNER,OTHER TYPE TEXT - OWNER,PARENT COMPANY - OWNER,OWNED BY ANOTHER ORG OR IND - OWNER
O20051215000385,4587574355,LIBERTY HEALTHCARE GROUP LLC,7416047246,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2011-03-10,,,,,LONG TERM CARE MANAGEMENT SERVICES LLC,,2334 SOUTH 41 STREET,,WILMINGTON,NC,284035502,100,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20051215000385,4587574355,LIBERTY HEALTHCARE GROUP LLC,7416047246,O,43,OPERATIONAL/MANAGERIAL CONTROL,2011-03-10,,,,,LONG TERM CARE MANAGEMENT SERVICES LLC,,2334 SOUTH 41 STREET,,WILMINGTON,NC,284035502,,,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20051215000448,4587574355,LIBERTY HEALTHCARE GROUP LLC,1850201625,O,43,OPERATIONAL/MANAGERIAL CONTROL,2002-10-01,,,,,LIBERTY HEALTHCARE MANAGEMENT INC,,2334 41ST STREET,,WILMINGTON,NC,28403,,,N,N,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20051215000448,4587574355,LIBERTY HEALTHCARE GROUP LLC,4486552023,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2002-10-01,,,,,"LIBERTY COMMONS NURSING AND REHABILITATION CENTER OF ROWAN COUNTY, LLC",LIBERTY COMMONS NURSING - ROWAN COUNTY,4412 SOUTH MAIN STREET,,SALISBURY,NC,28417,,,N,N,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20051215000448,4587574355,LIBERTY HEALTHCARE GROUP LLC,4587574355,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2010-01-01,,,,,LIBERTY HEALTHCARE GROUP LLC,LIBERTY COMMONS NURSING AND REHABILITATION CENTER OF WATAUGA COUNTY,2334 SOUTH 41ST STREET,,WILMINGTON,NC,284035502,,,N,N,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20051215000448,4587574355,LIBERTY HEALTHCARE GROUP LLC,4587574355,O,43,OPERATIONAL/MANAGERIAL CONTROL,2010-01-01,,,,,LIBERTY HEALTHCARE GROUP LLC,LIBERTY COMMONS NURSING AND REHABILITATION CENTER OF WATAUGA COUNTY,2334 SOUTH 41ST STREET,,WILMINGTON,NC,284035502,,,N,N,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20051215000448,4587574355,LIBERTY HEALTHCARE GROUP LLC,6305756172,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2002-10-01,,,,,LIBERTY LONG TERM CARE LLC,,2334 41ST STREET,,WILMINGTON,NC,28403,,,N,N,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20051215000857,4587574355,LIBERTY HEALTHCARE GROUP LLC,1850201625,O,43,OPERATIONAL/MANAGERIAL CONTROL,2025-04-29,,,,,LIBERTY HEALTHCARE MANAGEMENT INC,,2334 41ST STREET,,WILMINGTON,NC,28403,,,Y,N,N,Y,N,N,N,N,N,N,N,,,Y,,N,,,
O20051215000857,4587574355,LIBERTY HEALTHCARE GROUP LLC,1850201625,O,72,ADP OF THE SNF,2025-04-29,,,,,LIBERTY HEALTHCARE MANAGEMENT INC,,2334 41ST STREET,,WILMINGTON,NC,28403,,,Y,N,N,Y,N,N,N,N,N,N,N,,,Y,,N,,,
O20051215000857,4587574355,LIBERTY HEALTHCARE GROUP LLC,2961762422,O,35,5% OR GREATER INDIRECT OWNERSHIP INTEREST,2025-04-01,,,,,RONALD B. AND CYNTHIA J. MCNEILL 2013 IRREVOCABLE TRUST,,2334 S 41ST STREET,,WILMINGTON,NC,284035502,24,N,N,N,N,N,N,N,N,N,N,N,N,,,,Y,N,,N,N
O20051215000857,4587574355,LIBERTY HEALTHCARE GROUP LLC,4587574355,O,72,ADP OF THE SNF,2025-07-22,,,,,LIBERTY HEALTHCARE GROUP LLC,LIBERTY COMMONS NURSING AND REHABILITATION CENTER OF WATAUGA COUNTY,2334 S 41ST STREET,,WILMINGTON,NC,284035502,,,N,Y,N,N,N,Y,Y,N,N,N,N,,,,,N,,,
O20051215000857,4587574355,LIBERTY HEALTHCARE GROUP LLC,4587574355,O,86,INDIRECT OWNERSHIP INTEREST,2025-04-29,,,,,LIBERTY HEALTHCARE GROUP LLC,LIBERTY COMMONS NURSING AND REHABILITATION CENTER OF WATAUGA COUNTY,2334 S 41ST STREET,,WILMINGTON,NC,284035502,100,N,N,Y,N,N,N,Y,Y,N,N,N,N,,,,,N,,N,N
O20051215000857,4587574355,LIBERTY HEALTHCARE GROUP LLC,6305756172,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2005-10-01,,,,,LIBERTY LONG TERM CARE LLC,,2334 SOUTH 41ST STREET,,WILMINGTON,NC,28403,,,N,N,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20051215000857,4587574355,LIBERTY HEALTHCARE GROUP LLC,7416047246,O,72,ADP OF THE SNF,2025-04-01,,,,,LONG TERM CARE MANAGEMENT SERVICES LLC,,2334 S 41ST STREET,,WILMINGTON,NC,284035502,,,N,Y,N,Y,N,N,N,N,N,N,N,,,,,N,,,
O20051215000857,4587574355,LIBERTY HEALTHCARE GROUP LLC,8224398789,O,86,INDIRECT OWNERSHIP INTEREST,2025-04-29,,,,,JOHN A MCNEILL JR 2012 IRRV TR,,2334 S 41ST STREET,,WILMINGTON,NC,284035502,,N,N,N,N,N,N,N,N,N,N,N,N,,,,Y,N,,N,N
O20051215000857,4587574355,LIBERTY HEALTHCARE GROUP LLC,9739100868,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2005-10-01,,,,,"LIBERTY COMMONS NURSING AND REHABILITATION CENTER OF WAKE COUNTY, LLC",,2334 S 41ST STREET,,WILMINGTON,NC,28403,,,N,N,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20060111000112,4587574355,LIBERTY HEALTHCARE GROUP LLC,1850201625,O,72,ADP OF THE SNF,2025-06-25,,,,,LIBERTY HEALTHCARE MANAGEMENT INC,,2334 SOUTH 41ST STREET,,WILMINGTON,NC,28403,,,Y,N,N,Y,N,N,N,N,N,N,N,,,,,N,,,
O20060111000112,4587574355,LIBERTY HEALTHCARE GROUP LLC,2365465846,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,1998-09-01,,,,,"LIBERTY HEALTHCARE SERVICES OF SOUTHWOOD NURSING CENTER, LLC",,108 SOUTHWOOD DRIVE,,CLINTON,NC,28329,,,N,N,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20060111000112,4587574355,LIBERTY HEALTHCARE GROUP LLC,2961762422,O,35,5% OR GREATER INDIRECT OWNERSHIP INTEREST,2025-06-25,,,,,RONALD B. AND CYNTHIA J. MCNEILL 2013 IRREVOCABLE TRUST,,2334 41ST ST,,WILMINGTON,NC,284035502,24,N,N,N,N,N,N,N,N,N,N,N,N,,,,Y,N,,N,N
O20060111000112,4587574355,LIBERTY HEALTHCARE GROUP LLC,2961762422,O,71,TRUSTEE OF THE SNF,2025-06-24,,,,,RONALD B. AND CYNTHIA J. MCNEILL 2013 IRREVOCABLE TRUST,,2334 41ST ST,,WILMINGTON,NC,284035502,,,N,N,N,N,N,N,N,N,N,N,N,,,,Y,N,,,
O20060111000112,4587574355,LIBERTY HEALTHCARE GROUP LLC,4587574355,O,35,5% OR GREATER INDIRECT OWNERSHIP INTEREST,2025-06-25,,,,,LIBERTY HEALTHCARE GROUP LLC,LIBERTY COMMONS NURSING AND REHABILITATION CENTER OF WATAUGA COUNTY,2334 41ST ST,,WILMINGTON,NC,284035502,100,N,N,Y,N,N,N,Y,N,N,N,N,N,,,,,N,,N,N
O20060111000112,4587574355,LIBERTY HEALTHCARE GROUP LLC,5193218741,O,72,ADP OF THE SNF,2025-06-25,,,,,LIBERTY HEALTHCARE PROPERTIES OF SOUTHWOOD LLC,,2334 41ST ST,,WILMINGTON,NC,284035502,,,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20060111000112,4587574355,LIBERTY HEALTHCARE GROUP LLC,6305756172,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2002-10-10,,,,,LIBERTY LONG TERM CARE LLC,,2334 SOUTH 41ST STREET,,WILMINGTON,NC,28403,100,N,N,Y,N,N,N,Y,N,N,N,N,N,,,,,N,,N,Y
O20060111000112,4587574355,LIBERTY HEALTHCARE GROUP LLC,6305756172,O,72,ADP OF THE SNF,2025-12-03,,,,,LIBERTY LONG TERM CARE LLC,,2334 SOUTH 41ST STREET,,WILMINGTON,NC,28403,,,N,Y,N,N,N,Y,N,N,N,N,N,,,,,N,,,
O20060111000112,4587574355,LIBERTY HEALTHCARE GROUP LLC,8224398789,O,35,5% OR GREATER INDIRECT OWNERSHIP INTEREST,2025-06-25,,,,,JOHN A MCNEILL JR 2012 IRRV TR,,2334 41ST ST,,WILMINGTON,NC,284035502,24,N,N,N,N,N,N,N,N,N,N,N,N,,,,Y,N,,N,N
O20060111000112,4587574355,LIBERTY HEALTHCARE GROUP LLC,8921038001,O,72,ADP OF THE SNF,2025-06-25,,,,,"LIBERTY REAL PROPERTIES, LLC",,2334 41ST ST,,WILMINGTON,NC,284035502,,,N,Y,N,N,N,Y,N,N,N,N,N,,,,,N,,,
O20060111000259,4587574355,LIBERTY HEALTHCARE GROUP LLC,1850201625,O,72,ADP OF THE SNF,2025-06-25,,,,,LIBERTY HEALTHCARE MANAGEMENT INC,,2334 S 41ST ST,,WILMINGTON,NC,284035502,,,Y,N,N,Y,N,N,N,N,N,N,N,,,Y,,N,,,
O20060111000259,4587574355,LIBERTY HEALTHCARE GROUP LLC,2961762422,O,35,5% OR GREATER INDIRECT OWNERSHIP INTEREST,2025-06-25,,,,,RONALD B. AND CYNTHIA J. MCNEILL 2013 IRREVOCABLE TRUST,,2334 41ST ST,,WILMINGTON,NC,284035502,24,N,N,N,N,N,N,N,N,N,N,N,N,,,,Y,N,,N,N
O20060111000259,4587574355,LIBERTY HEALTHCARE GROUP LLC,4587574355,O,35,5% OR GREATER INDIRECT OWNERSHIP INTEREST,2025-06-25,,,,,LIBERTY HEALTHCARE GROUP LLC,LIBERTY COMMONS NURSING AND REHABILITATION CENTER OF WATAUGA COUNTY,2334 SOUTH 41ST ST,,WILMINGTON,NC,284035502,100,N,N,Y,N,N,N,Y,N,N,N,N,N,,,,,N,,Y,Y
O20060111000259,4587574355,LIBERTY HEALTHCARE GROUP LLC,5193218741,O,72,ADP OF THE SNF,2025-06-25,,,,,LIBERTY HEALTHCARE PROPERTIES OF SOUTHWOOD LLC,,2334 SOUTH 41ST ST,,WILMINGTON,NC,284035502,,,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20060111000259,4587574355,LIBERTY HEALTHCARE GROUP LLC,6305756172,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2025-06-25,,,,,LIBERTY LONG TERM CARE LLC,,2334 SOUTH 41ST STREET,,WILMINGTON,NC,28403,100,N,N,Y,N,N,N,Y,N,N,N,N,N,,,,,N,,N,Y
O20060111000259,4587574355,LIBERTY HEALTHCARE GROUP LLC,7416047246,O,72,ADP OF THE SNF,2024-09-05,,,,,LONG TERM CARE MANAGEMENT SERVICES LLC,,2334 S 41ST STREET,,WILMNGTON,NC,280405502,,,N,Y,N,Y,N,N,N,N,N,N,N,,,,,N,,,
O20060111000259,4587574355,LIBERTY HEALTHCARE GROUP LLC,8224398789,O,35,5% OR GREATER INDIRECT OWNERSHIP INTEREST,2025-06-25,,,,,JOHN A MCNEILL JR 2012 IRRV TR,,2334 SOUTH 41ST ST,,WILMINGTON,NC,284035502,24,N,N,N,N,N,N,N,N,N,N,N,N,,,,Y,N,,N,N
O20060111000259,4587574355,LIBERTY HEALTHCARE GROUP LLC,8921038001,O,72,ADP OF THE SNF,2025-06-25,,,,,"LIBERTY REAL PROPERTIES, LLC",,2334 41ST ST,,WILMINGTON,NC,284035502,,,N,Y,N,N,N,Y,N,N,N,N,N,,,,,N,,,
O20060120000119,4587574355,LIBERTY HEALTHCARE GROUP LLC,1850201625,O,43,OPERATIONAL/MANAGERIAL CONTROL,2002-10-01,,,,,LIBERTY HEALTHCARE MANAGEMENT INC,,2334 SOUTH 41ST STREET,,WILMINGTON,NC,28403,,,N,N,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20060120000119,4587574355,LIBERTY HEALTHCARE GROUP LLC,7416047246,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2012-10-31,,,,,LONG TERM CARE MANAGEMENT SERVICES LLC,,2334 SOUTH 41 STREET,,WILMINGTON,NC,284035502,,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20060123000773,4587574355,LIBERTY HEALTHCARE GROUP LLC,2961762422,O,35,5% OR GREATER INDIRECT OWNERSHIP INTEREST,2025-04-01,,,,,RONALD B. AND CYNTHIA J. MCNEILL 2013 IRREVOCABLE TRUST,,2334 41ST ST,,WILMINGTON,NC,284035502,24,N,N,N,N,N,N,N,N,N,N,N,N,,,,Y,N,,N,N
O20060123000773,4587574355,LIBERTY HEALTHCARE GROUP LLC,2961762422,O,72,ADP OF THE SNF,2025-04-01,,,,,RONALD B. AND CYNTHIA J. MCNEILL 2013 IRREVOCABLE TRUST,,2334 41ST ST,,WILMINGTON,NC,284035502,,,N,N,N,N,N,N,N,N,N,N,N,,,,Y,N,,,
O20060123000773,4587574355,LIBERTY HEALTHCARE GROUP LLC,2961762422,O,86,INDIRECT OWNERSHIP INTEREST,2025-04-01,,,,,RONALD B. AND CYNTHIA J. MCNEILL 2013 IRREVOCABLE TRUST,,2334 41ST ST,,WILMINGTON,NC,284035502,24,N,N,N,N,N,N,N,N,N,N,N,N,,,,Y,N,,N,N
O20060123000773,4587574355,LIBERTY HEALTHCARE GROUP LLC,4587574355,O,72,ADP OF THE SNF,2025-09-29,,,,,LIBERTY HEALTHCARE GROUP LLC,LIBERTY COMMONS NURSING AND REHABILITATION CENTER OF WATAUGA COUNTY,2334 41ST ST,,WILMINGTON,NC,284035502,,,N,Y,N,N,N,Y,N,N,N,N,N,,,,,N,,,
O20060123000773,4587574355,LIBERTY HEALTHCARE GROUP LLC,4587574355,O,86,INDIRECT OWNERSHIP INTEREST,2025-04-01,,,,,LIBERTY HEALTHCARE GROUP LLC,LIBERTY COMMONS NURSING AND REHABILITATION CENTER OF WATAUGA COUNTY,2334 41ST ST,,WILMINGTON,NC,284035502,100,N,N,Y,N,N,N,Y,N,N,N,N,N,,,,,N,,Y,Y
O20060123000773,4587574355,LIBERTY HEALTHCARE GROUP LLC,6305756172,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2003-04-01,,,,,LIBERTY LONG TERM CARE LLC,,2334 SOUTH 41ST STREET,,WILMINGTON,NC,28403,,,N,N,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20060123000773,4587574355,LIBERTY HEALTHCARE GROUP LLC,7416047246,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2011-03-10,,,,,LONG TERM CARE MANAGEMENT SERVICES LLC,,2334 SOUTH 41ST,,WILMINGTON,NC,284035502,100,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20060123000773,4587574355,LIBERTY HEALTHCARE GROUP LLC,8224398789,O,72,ADP OF THE SNF,2025-04-01,,,,,JOHN A MCNEILL JR 2012 IRRV TR,,2334 41ST ST,,WILMINGTON,NC,284035502,,,N,N,N,N,N,N,N,N,N,N,N,,,,Y,N,,,
O20060123000773,4587574355,LIBERTY HEALTHCARE GROUP LLC,8224398789,O,86,INDIRECT OWNERSHIP INTEREST,2025-04-01,,,,,JOHN A MCNEILL JR 2012 IRRV TR,,2334 41ST ST,,WILMINGTON,NC,284035502,24,N,N,N,N,N,N,N,N,N,N,N,N,,,,Y,N,,N,N
O20060123000773,4587574355,LIBERTY HEALTHCARE GROUP LLC,8921038001,O,72,ADP OF THE SNF,2025-04-01,,,,,"LIBERTY REAL PROPERTIES, LLC",,2334 41ST ST,,WILMINGTON,NC,284035502,,,N,Y,N,N,N,Y,N,N,N,N,N,,,,,N,,,
O20060123000773,4587574355,LIBERTY HEALTHCARE GROUP LLC,8921038001,O,86,INDIRECT OWNERSHIP INTEREST,2025-04-01,,,,,"LIBERTY REAL PROPERTIES, LLC",,2334 41ST ST,,WILMINGTON,NC,284035502,100,N,N,Y,N,N,N,Y,N,N,N,N,N,,,,,N,,N,Y
O20060207000194,9931114345,A G RHODES HOME COBB INC,8123548575,O,43,OPERATIONAL/MANAGERIAL CONTROL,2017-11-17,,,,,UNIDINE CORPORATION,UNIDINE,2400 YORKMONT RD,,CHARLOTTE,NC,282174511,,,Y,N,N,N,N,N,N,N,N,Y,N,,,,,Y,DINING SERVICES,,
O20060207000194,9931114345,A G RHODES HOME COBB INC,8123548575,O,72,ADP OF THE SNF,2025-04-01,,,,,UNIDINE CORPORATION,UNIDINE,2400 YORKMONT RD,,CHARLOTTE,NC,282174511,,,Y,N,N,N,N,N,N,N,N,Y,N,,,,,Y,DINING SERVICES,,
O20060316000366,6901717537,LIBERTY COMMONS NURSING CENTER INC,1850201625,O,43,OPERATIONAL/MANAGERIAL CONTROL,1994-11-18,,,,,LIBERTY HEALTHCARE MANAGEMENT INC,,2334 SOUTH 41ST STREET,,WILMINGTON,NC,28403,,,N,N,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20060320000213,6204744600,THE MOSES H CONE MEMORIAL HOSPITAL OPERATING CORPORATION,3072416635,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2005-04-01,,,,,THE MOSES H. CONE MEMORIAL HOSPITAL,,1200 NORTH ELM STREET,,GREENSBORO,NC,274011020,100,N,Y,N,N,N,N,N,N,N,N,N,Y,,,Y,,N,,N,Y
O20060320000213,6204744600,THE MOSES H CONE MEMORIAL HOSPITAL OPERATING CORPORATION,3072416635,O,72,ADP OF THE SNF,2005-04-01,,,,,THE MOSES H. CONE MEMORIAL HOSPITAL,,1200 NORTH ELM STREET,,GREENSBORO,NC,274011020,,,Y,N,N,N,N,N,N,N,N,N,Y,,,Y,,N,,,
O20060427000050,5092725614,SHORELAND HEALTHCARE & RETIREMENT CENTER INC,1850201625,O,43,OPERATIONAL/MANAGERIAL CONTROL,2025-04-29,,,,,LIBERTY HEALTHCARE MANAGEMENT INC,,2334 S 41ST STREET,,WILMNGTON,NC,280405502,,,Y,N,N,Y,N,N,N,N,N,N,N,,,Y,,N,,,
O20060427000050,5092725614,SHORELAND HEALTHCARE & RETIREMENT CENTER INC,1850201625,O,72,ADP OF THE SNF,2025-04-29,,,,,LIBERTY HEALTHCARE MANAGEMENT INC,,2334 S 41ST STREET,,WILMNGTON,NC,280405502,,,Y,N,N,Y,N,N,N,N,N,N,N,,,Y,,N,,,
O20060427000050,5092725614,SHORELAND HEALTHCARE & RETIREMENT CENTER INC,2961762422,O,72,ADP OF THE SNF,2026-03-23,,,,,RONALD B. AND CYNTHIA J. MCNEILL 2013 IRREVOCABLE TRUST,,2334 S. 41ST STREET,,WILMNGTON,NC,28403,,,N,N,N,N,N,N,N,N,N,N,N,,,,Y,N,,,
O20060427000050,5092725614,SHORELAND HEALTHCARE & RETIREMENT CENTER INC,4587574355,O,72,ADP OF THE SNF,2026-03-23,,,,,LIBERTY HEALTHCARE GROUP LLC,LIBERTY COMMONS NURSING AND REHABILITATION CENTER OF WATAUGA COUNTY,2334 S. 41ST STREET,,WILMNGTON,NC,28403,,,N,Y,N,N,N,Y,N,N,N,N,N,,,,,N,,,
O20060427000050,5092725614,SHORELAND HEALTHCARE & RETIREMENT CENTER INC,6305756172,O,72,ADP OF THE SNF,2026-03-23,,,,,LIBERTY LONG TERM CARE LLC,,2334 S. 41ST STREET,,WILMNGTON,NC,28403,,,N,Y,N,N,N,Y,N,N,N,N,N,,,,,N,,,
O20060427000050,5092725614,SHORELAND HEALTHCARE & RETIREMENT CENTER INC,6800370339,O,72,ADP OF THE SNF,2025-04-29,,,,,"LIBERTY HEALTHCARE PROPERTIES OF SHORELAND, LLC",,2334 S. 41ST STREET,,WILMINGTON,NC,28403,,,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20060427000050,5092725614,SHORELAND HEALTHCARE & RETIREMENT CENTER INC,7416047246,O,72,ADP OF THE SNF,2025-04-29,,,,,LONG TERM CARE MANAGEMENT SERVICES LLC,,2334 S. 41ST STREET,,WILMNGTON,NC,28403,,,N,Y,N,Y,N,N,N,N,N,N,N,,,,,N,,,
O20060427000050,5092725614,SHORELAND HEALTHCARE & RETIREMENT CENTER INC,8224398789,O,72,ADP OF THE SNF,2026-03-23,,,,,JOHN A MCNEILL JR 2012 IRRV TR,,2334 S. 41ST STREET,,WILMNGTON,NC,28403,,,N,N,N,N,N,N,N,N,N,N,N,,,,Y,N,,,
O20060427000050,5092725614,SHORELAND HEALTHCARE & RETIREMENT CENTER INC,8921038001,O,72,ADP OF THE SNF,2025-04-29,,,,,"LIBERTY REAL PROPERTIES, LLC",,2334 S. 41ST STREET,,WILMNGTON,NC,28403,,,N,Y,N,N,N,Y,N,N,N,N,N,,,,,N,,,
O20060720000335,1951314723,CRESTVIEW OPERATIONS LLC,7315448636,O,72,ADP OF THE SNF,2022-01-21,,,,,"INCOVATE SOLUTIONS, LLC",,9200 COVEY HOLLOW CT,STE 201,CHARLOTTE,NC,282107998,,,N,Y,N,N,N,N,N,N,N,Y,N,,,,,N,,,
O20060721000133,4284647090,"WATERFORD OPERATIONS, LLC",7315448636,O,72,ADP OF THE SNF,2022-01-21,,,,,"INCOVATE SOLUTIONS, LLC",,9200 COVEY HOLLOW CT,STE 201,CHARLOTTE,NC,282107998,,,N,Y,N,N,N,N,N,N,N,Y,N,,,,,N,,,
O20060721000201,8123031945,"RIVERPARK OPERATIONS, LLC",7315448636,O,72,ADP OF THE SNF,2022-01-21,,,,,"INCOVATE SOLUTIONS, LLC",,9200 COVEY HOLLOW CT,STE 201,CHARLOTTE,NC,282107998,,,N,Y,N,N,N,N,N,N,N,Y,N,,,,,N,,,
O20060828000210,4789688136,MRC PINECREST,8729577002,O,72,ADP OF THE SNF,2025-08-30,,,,,,,2400 YORKMONT RD,,CHARLOTTE,NC,282174511,,,Y,N,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20061006000243,1951218817,THE EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY,7416089834,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2019-01-01,,,,,SANFORD,SANFORD EAST INTERSTATE AVE CLINIC,801 BROADWAY N,,FARGO,NC,581023641,0,N,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,N
O20061113000258,4284632993,SHENANGO PRESBYTERIAN SENIORCARE,5597269555,O,72,ADP OF THE SNF,2025-07-17,,,,,,,110 N CORCORAN ST,FL 5,DURHAM,NC,277015015,,,N,N,N,N,Y,N,N,N,N,N,N,,,,,N,,,
O20061215000345,8921007170,"AUGUSTA FACILITY OPERATIONS, LLC",4284026204,O,43,OPERATIONAL/MANAGERIAL CONTROL,2021-12-01,,,,,CONSULATE MANAGEMENT COMPANY III LLC,,1810 CONCORD LAKE RD,,KANNAPOLIS,NC,280836434,,,N,Y,N,N,N,N,N,N,N,Y,N,,,,,N,,,
O20061221000283,8426948217,WESTMINSTER-CANTERBURY ON CHESAPEAKE BAY,8527553247,O,43,OPERATIONAL/MANAGERIAL CONTROL,2024-01-01,,,,,CCL HOSPITALITY GROUP,,2400 YORKMONT RD,,CHARLOTTE,NC,282174511,,,N,N,N,N,N,N,N,N,N,Y,N,,,,,N,,,
O20061221000283,8426948217,WESTMINSTER-CANTERBURY ON CHESAPEAKE BAY,8527553247,O,72,ADP OF THE SNF,2025-10-14,,,,,CCL HOSPITALITY GROUP,,2400 YORKMONT RD,,CHARLOTTE,NC,282174511,,,N,N,N,N,N,N,N,N,N,Y,N,,,,,N,,,
O20061227000327,6608876529,"LOCUST GROVE FACILITY OPERATIONS, LLC",4284026204,O,43,OPERATIONAL/MANAGERIAL CONTROL,2021-12-01,,,,,CONSULATE MANAGEMENT COMPANY III LLC,,1810 CONCORD LAKE RD,,KANNAPOLIS,NC,280836434,,,N,Y,N,N,N,N,N,N,N,Y,N,,,,,N,,,
O20070131000319,4183625361,MASONIC HOMES OF CALIFORNIA,7214248095,O,43,OPERATIONAL/MANAGERIAL CONTROL,2021-06-18,,,,,MORRISON MANAGEMENT SPECIALISTS INC,MORRISON LIVING,2400 YORKMONT RD,,CHARLOTTE,NC,282174511,,,Y,N,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20070131000319,4183625361,MASONIC HOMES OF CALIFORNIA,7214248095,O,72,ADP OF THE SNF,2021-06-18,,,,,MORRISON MANAGEMENT SPECIALISTS INC,MORRISON LIVING,2400 YORKMONT RD,,CHARLOTTE,NC,282174511,,,Y,N,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20070314000417,0244333169,"TACOMA REHAB, LLC",9537659826,O,72,ADP OF THE SNF,2025-07-13,,,,,,,9200 COVEY HOLLOW CT,STE 201,CHARLOTTE,NC,282107998,,,N,Y,N,N,N,N,N,N,N,Y,N,,,,,N,,,
O20070410000051,3779687363,"JUNCTION CITY REHABILITATION, LLC",6406335579,O,72,ADP OF THE SNF,2022-01-21,,,,,,,9200 COVEY HOLLOW CT,STE 201,CHARLOTTE,NC,282107998,,,N,Y,N,N,N,N,N,N,N,Y,N,,,,,N,,,
O20070410000111,4082719679,"CLACKAMAS REHABILITATION, LLC",3678055282,O,72,ADP OF THE SNF,2025-07-07,,,,,,,9200 COVEY HOLLOW CT,STE 201,CHARLOTTE,NC,282107998,,,N,Y,N,N,N,N,N,N,N,Y,N,,,,,N,,,
O20070410000511,1850496480,SOUTH SALEM REHABILITATION LLC,7315448636,O,72,ADP OF THE SNF,2022-01-21,,,,,"INCOVATE SOLUTIONS, LLC",,9200 COVEY HOLLOW CT,STE 201,CHARLOTTE,NC,282107998,,,N,Y,N,N,N,N,N,N,N,Y,N,,,,,N,,,
O20070410000663,5799880340,"COOS BAY REHABILITATION, LLC",7911415674,O,72,ADP OF THE SNF,2025-07-07,,,,,,,9200 COVEY HOLLOW CT,STE 201,CHARLOTTE,NC,282107998,,,N,Y,N,N,N,N,N,N,N,Y,N,,,,,N,,,
O20070518000297,1355248212,AUGUSTA HEALTH CARE INC,7416866603,O,72,ADP OF THE SNF,2022-07-01,,,,,FORVIS MAZARS LLP,"FORVIS MAZARS, LLP",PO BOX 602828,,CHARLOTTE,NC,282602828,,,N,N,N,N,N,N,N,N,Y,N,N,,,,,Y,AUDITING FIRM,,
