ENROLLMENT ID,ASSOCIATE ID,ORGANIZATION NAME,ASSOCIATE ID - OWNER,TYPE - OWNER,ROLE CODE - OWNER,ROLE TEXT - OWNER,ASSOCIATION DATE - OWNER,FIRST NAME - OWNER,MIDDLE NAME - OWNER,LAST NAME - OWNER,TITLE - OWNER,ORGANIZATION NAME - OWNER,DOING BUSINESS AS NAME - OWNER,ADDRESS LINE 1 - OWNER,ADDRESS LINE 2 - OWNER,CITY - OWNER,STATE - OWNER,ZIP CODE - OWNER,PERCENTAGE OWNERSHIP,CREATED FOR ACQUISITION - OWNER,CORPORATION - OWNER,LLC - OWNER,MEDICAL PROVIDER SUPPLIER - OWNER,MANAGEMENT SERVICES COMPANY - OWNER,MEDICAL STAFFING COMPANY - OWNER,HOLDING COMPANY - OWNER,INVESTMENT FIRM - OWNER,FINANCIAL INSTITUTION - OWNER,CONSULTING FIRM - OWNER,FOR PROFIT - OWNER,NON PROFIT - OWNER,PRIVATE EQUITY COMPANY - OWNER,REIT - OWNER,CHAIN HOME OFFICE - OWNER,TRUST OR TRUSTEE - OWNER,OTHER TYPE - OWNER,OTHER TYPE TEXT - OWNER,PARENT COMPANY - OWNER,OWNED BY ANOTHER ORG OR IND - OWNER
O20040816000320,1254304520,"HERITAGE HOUSE NURSING CENTER, INC",9931606076,O,72,ADP OF THE SNF,2025-04-16,,,,,,,38 ROSSCRAGGON RD,STE E,ASHEVILLE,NC,288031165,,,Y,N,N,N,Y,N,N,N,N,Y,N,,,,,N,,,
O20040816000342,8123091493,"CAPITAL REGION GERIATRIC CENTER, INC.",7416450028,O,72,ADP OF THE SNF,2025-04-18,,,,,,,2400 YORKMONT RD,,CHARLOTTE,NC,282174511,,,Y,N,N,N,N,N,N,N,N,Y,N,,,,,Y,FOOD SERVICES/PRODUCTS AND ADMIN SUPPORT,,
O20040816000342,8123091493,"CAPITAL REGION GERIATRIC CENTER, INC.",8325541931,O,72,ADP OF THE SNF,2025-04-18,,,,,,,38 ROSSCRAGGON RD,STE E,ASHEVILLE,NC,288031165,,,Y,N,N,N,Y,N,N,N,N,Y,N,,,,,N,,,
O20040817000987,5799758728,"LUTHERAN RETIREMENT MINISTRIES OF ALAMANCE COUNTY, NORTH CAROLINA",5799758728,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,1983-09-30,,,,,"LUTHERAN RETIREMENT MINISTRIES OF ALAMANCE COUNTY, NORTH CAROLINA",TWIN LAKES COMMUNITY,3701 WADE COBLE DR,,BURLINGTON,NC,272159743,100,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20040827000132,8628043379,CENTER ON AGING AND HEALTH LLC,3375801350,O,43,OPERATIONAL/MANAGERIAL CONTROL,2018-08-01,,,,,BROAD RIVER REHABILITATION,"BROAD RIVER REHABILITATION, LLC",1 POND ST,,ARDEN,NC,287048500,,,N,Y,N,N,N,N,N,N,N,Y,N,,,,,N,,,
O20040827000132,8628043379,CENTER ON AGING AND HEALTH LLC,3375801350,O,72,ADP OF THE SNF,2025-04-09,,,,,BROAD RIVER REHABILITATION,"BROAD RIVER REHABILITATION, LLC",1 POND ST,,ARDEN,NC,287048500,,,N,Y,N,N,N,N,N,N,N,Y,N,,,,,N,,,
O20040902000803,9133195092,"LUTHERAN HOME-WINSTON-SALEM, INC.",7911416185,O,43,OPERATIONAL/MANAGERIAL CONTROL,2006-07-18,,,,,LUTHERAN HOME WINSTON SALEM PROPERTY INC.,,849 WATERWORKS RD,,WINSTON SALEM,NC,271011956,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20040902000803,9133195092,"LUTHERAN HOME-WINSTON-SALEM, INC.",7911416185,O,72,ADP OF THE SNF,2025-04-14,,,,,LUTHERAN HOME WINSTON SALEM PROPERTY INC.,,849 WATERWORKS RD,,WINSTON SALEM,NC,271011956,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20040902000803,9133195092,"LUTHERAN HOME-WINSTON-SALEM, INC.",8628030715,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2004-10-01,,,,,"LUTHERAN SERVICES FOR THE AGING, INC.",,2304S MAIN ST,,SALISBURY,NC,281478997,100,N,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,Y,N
O20040902000803,9133195092,"LUTHERAN HOME-WINSTON-SALEM, INC.",8628030715,O,71,TRUSTEE OF THE SNF,2004-10-01,,,,,"LUTHERAN SERVICES FOR THE AGING, INC.",,2304S MAIN ST,,SALISBURY,NC,281478997,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20040902000803,9133195092,"LUTHERAN HOME-WINSTON-SALEM, INC.",9638131725,O,43,OPERATIONAL/MANAGERIAL CONTROL,2004-07-29,,,,,"LSA MANAGEMENT, INC.",LUTHERAN SERVICE CAROLINAS,2304S MAIN ST,,SALISBURY,NC,281478997,,,N,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20040902000803,9133195092,"LUTHERAN HOME-WINSTON-SALEM, INC.",9638131725,O,72,ADP OF THE SNF,2025-04-14,,,,,"LSA MANAGEMENT, INC.",LUTHERAN SERVICE CAROLINAS,2304S MAIN ST,,SALISBURY,NC,281478997,,,N,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20040930000659,3173592615,ATRIUM IRONWOOD LLC,3375801350,O,72,ADP OF THE SNF,2021-09-01,,,,,BROAD RIVER REHABILITATION,"BROAD RIVER REHABILITATION, LLC",1 POND ST,,ARDEN,NC,287048500,,,N,Y,Y,Y,N,N,N,N,N,N,N,,,,,N,,,
O20041101000676,0749242832,"LUTHERAN HOME - HICKORY WEST, INC",8325565468,O,43,OPERATIONAL/MANAGERIAL CONTROL,1988-04-05,,,,,"LUTHERAN HOME HICKORY WEST PROPERTY, INC.",,PO BOX 947,,SALISBURY,NC,281450947,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20041101000676,0749242832,"LUTHERAN HOME - HICKORY WEST, INC",8325565468,O,72,ADP OF THE SNF,2025-04-14,,,,,"LUTHERAN HOME HICKORY WEST PROPERTY, INC.",,PO BOX 947,,SALISBURY,NC,281450947,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20041101000676,0749242832,"LUTHERAN HOME - HICKORY WEST, INC",8628030715,O,71,TRUSTEE OF THE SNF,2004-10-01,,,,,"LUTHERAN SERVICES FOR THE AGING, INC.",,2304 S MAIN ST,,SALISBURY,NC,281478997,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20041101000676,0749242832,"LUTHERAN HOME - HICKORY WEST, INC",9638131725,O,43,OPERATIONAL/MANAGERIAL CONTROL,2004-11-04,,,,,"LSA MANAGEMENT, INC.",LUTHERAN SERVICE CAROLINAS,PO BOX 947,,SALISBURY,NC,281450947,,,N,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20041101000676,0749242832,"LUTHERAN HOME - HICKORY WEST, INC",9638131725,O,71,TRUSTEE OF THE SNF,2004-11-04,,,,,"LSA MANAGEMENT, INC.",LUTHERAN SERVICE CAROLINAS,PO BOX 947,,SALISBURY,NC,281450947,,,N,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20041101000676,0749242832,"LUTHERAN HOME - HICKORY WEST, INC",9638131725,O,72,ADP OF THE SNF,2025-04-25,,,,,"LSA MANAGEMENT, INC.",LUTHERAN SERVICE CAROLINAS,PO BOX 947,,SALISBURY,NC,281450947,,,N,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20041101001112,3274595202,"LUTHERAN HOME AT TRINITY OAKS, INC.",0840701421,O,43,OPERATIONAL/MANAGERIAL CONTROL,2004-07-29,,,,,LUTHERAN HOME AT TRINITY OAKS PROPERTY INC,,PO BOX 947,,SALISBURY,NC,281450947,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20041101001112,3274595202,"LUTHERAN HOME AT TRINITY OAKS, INC.",0840701421,O,72,ADP OF THE SNF,2025-04-25,,,,,LUTHERAN HOME AT TRINITY OAKS PROPERTY INC,,PO BOX 947,,SALISBURY,NC,281450947,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20041101001112,3274595202,"LUTHERAN HOME AT TRINITY OAKS, INC.",8628030715,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2004-10-01,,,,,"LUTHERAN SERVICES FOR THE AGING, INC.",,1416 S MARTIN LUTHER KING JR AVE,,SALISBURY,NC,281445592,100,N,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,Y,N
O20041101001112,3274595202,"LUTHERAN HOME AT TRINITY OAKS, INC.",8628030715,O,71,TRUSTEE OF THE SNF,2004-07-29,,,,,"LUTHERAN SERVICES FOR THE AGING, INC.",,1416 S MARTIN LUTHER KING JR AVE,,SALISBURY,NC,281445592,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20041101001112,3274595202,"LUTHERAN HOME AT TRINITY OAKS, INC.",9638131725,O,43,OPERATIONAL/MANAGERIAL CONTROL,2004-07-29,,,,,"LSA MANAGEMENT, INC.",LUTHERAN SERVICE CAROLINAS,PO BOX 947,,SALISBURY,NC,281450947,,,N,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20041101001112,3274595202,"LUTHERAN HOME AT TRINITY OAKS, INC.",9638131725,O,72,ADP OF THE SNF,2025-04-14,,,,,"LSA MANAGEMENT, INC.",LUTHERAN SERVICE CAROLINAS,PO BOX 947,,SALISBURY,NC,281450947,,,N,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20041104000456,8729041454,"LUTHERAN HOME- ALBEMARLE, INC.",1759885627,O,43,OPERATIONAL/MANAGERIAL CONTROL,1988-04-05,,,,,LUTHERAN HOME ALBEMARLE PROPERTY INC.,,PO BOX 947,,SALISBURY,NC,281450947,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20041104000456,8729041454,"LUTHERAN HOME- ALBEMARLE, INC.",1759885627,O,72,ADP OF THE SNF,2025-04-13,,,,,LUTHERAN HOME ALBEMARLE PROPERTY INC.,,PO BOX 947,,SALISBURY,NC,281450947,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20041104000456,8729041454,"LUTHERAN HOME- ALBEMARLE, INC.",8628030715,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2004-10-01,,,,,"LUTHERAN SERVICES FOR THE AGING, INC.",,2304S MAIN ST,,SALISBURY,NC,281478997,100,N,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,Y,N
O20041104000456,8729041454,"LUTHERAN HOME- ALBEMARLE, INC.",8628030715,O,43,OPERATIONAL/MANAGERIAL CONTROL,2004-10-01,,,,,"LUTHERAN SERVICES FOR THE AGING, INC.",,2304S MAIN ST,,SALISBURY,NC,281478997,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20041104000456,8729041454,"LUTHERAN HOME- ALBEMARLE, INC.",8628030715,O,71,TRUSTEE OF THE SNF,2004-10-01,,,,,"LUTHERAN SERVICES FOR THE AGING, INC.",,2304S MAIN ST,,SALISBURY,NC,281478997,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20041104000456,8729041454,"LUTHERAN HOME- ALBEMARLE, INC.",8628030715,O,85,DIRECT OWNERSHIP INTEREST,2004-10-01,,,,,"LUTHERAN SERVICES FOR THE AGING, INC.",,2304S MAIN ST,,SALISBURY,NC,281478997,100,N,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,Y,N
O20041104000456,8729041454,"LUTHERAN HOME- ALBEMARLE, INC.",9638131725,O,43,OPERATIONAL/MANAGERIAL CONTROL,2004-10-01,,,,,"LSA MANAGEMENT, INC.",LUTHERAN SERVICE CAROLINAS,2304S MAIN ST,,SALISBURY,NC,281478997,100,,Y,N,N,N,N,N,N,N,N,N,Y,,,Y,,N,,,
O20041104000456,8729041454,"LUTHERAN HOME- ALBEMARLE, INC.",9638131725,O,72,ADP OF THE SNF,2025-04-13,,,,,"LSA MANAGEMENT, INC.",LUTHERAN SERVICE CAROLINAS,2304S MAIN ST,,SALISBURY,NC,281478997,,,Y,N,N,N,N,N,N,N,N,N,Y,,,Y,,N,,,
O20041104000859,4880657469,"LUTHERAN HOME-HICKORY, INC.",8325565468,O,43,OPERATIONAL/MANAGERIAL CONTROL,2004-10-01,,,,,"LUTHERAN HOME HICKORY WEST PROPERTY, INC.",,PO BOX 947,,SALISBURY,NC,281450947,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20041104000859,4880657469,"LUTHERAN HOME-HICKORY, INC.",8325565468,O,72,ADP OF THE SNF,2025-05-01,,,,,"LUTHERAN HOME HICKORY WEST PROPERTY, INC.",,PO BOX 947,,SALISBURY,NC,281450947,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20041104000859,4880657469,"LUTHERAN HOME-HICKORY, INC.",8628030715,O,43,OPERATIONAL/MANAGERIAL CONTROL,2004-10-01,,,,,"LUTHERAN SERVICES FOR THE AGING, INC.",,1416 S MARTIN LUTHER KING JR AVE,,SALISBURY,NC,281445592,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20041104000859,4880657469,"LUTHERAN HOME-HICKORY, INC.",8628030715,O,71,TRUSTEE OF THE SNF,2004-10-01,,,,,"LUTHERAN SERVICES FOR THE AGING, INC.",,1416 S MARTIN LUTHER KING JR AVE,,SALISBURY,NC,281445592,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20041104000859,4880657469,"LUTHERAN HOME-HICKORY, INC.",9638131725,O,43,OPERATIONAL/MANAGERIAL CONTROL,2004-10-01,,,,,"LSA MANAGEMENT, INC.",LUTHERAN SERVICE CAROLINAS,1416 S MARTIN LUTHER KING JR AVE,,SALISBURY,NC,281445592,,,N,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20041104000859,4880657469,"LUTHERAN HOME-HICKORY, INC.",9638131725,O,72,ADP OF THE SNF,2025-05-01,,,,,"LSA MANAGEMENT, INC.",LUTHERAN SERVICE CAROLINAS,1416 S MARTIN LUTHER KING JR AVE,,SALISBURY,NC,281445592,,,N,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20041206000886,0941279004,VILLA MARY IMMACULATE,4688192255,O,72,ADP OF THE SNF,2025-04-10,,,,,,,38 ROSSCRAGGON RD,STE E,ASHEVILLE,NC,288031165,,,Y,N,N,N,Y,N,N,N,N,N,N,,,,,N,,,
O20041206000886,0941279004,VILLA MARY IMMACULATE,8123548575,O,72,ADP OF THE SNF,2016-04-01,,,,,UNIDINE CORPORATION,UNIDINE,2400 YORKMONT RD,,CHARLOTTE,NC,282174511,,,Y,N,N,N,N,N,N,N,N,Y,N,,,,,Y,DINING/FOOD SERVICES AND ADMIN SERVICES,,
O20050202000032,1153372636,ORION MARION LLC,3375801350,O,72,ADP OF THE SNF,2021-09-01,,,,,BROAD RIVER REHABILITATION,"BROAD RIVER REHABILITATION, LLC",1 POND ST,,ARDEN,NC,287048500,,,N,Y,Y,Y,N,N,N,N,N,N,N,,,,,N,,,
O20050314000503,8123073103,BEYSTONE HEALTH AND REHABILITATION CO,2769423698,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2005-01-01,,,,,ARDENT HEALTH AND REHABILITATION CO,,229 AIRPORT RD,STE 7-104,ARDEN,NC,287046402,100,N,Y,N,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20050314000503,8123073103,BEYSTONE HEALTH AND REHABILITATION CO,5799151387,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2015-01-01,,,,,"HENDERSON-BEYSTONE HEALTHCARE PROPERTIES, LLC",,229 AIRPORT RD,STE 7-104,ARDEN,NC,287046402,100,Y,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20050401000675,4183671126,"ALAMANCE EXTENDED CARE, INC.",7719346584,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2022-07-01,,,,,WELL SPRING RETIREMENT COMMUNITY,,4100 WELL SPRING DR,,GREENSBORO,NC,27410,100,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20050520000161,3678514502,SANFORD HEALTH AND REHABILITATION CO LLC,2769423698,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2005-06-01,,,,,ARDENT HEALTH AND REHABILITATION CO,,229 AIRPORT RD,STE 7-104,ARDEN,NC,287046402,,,Y,N,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20050520000161,3678514502,SANFORD HEALTH AND REHABILITATION CO LLC,2769423698,O,43,OPERATIONAL/MANAGERIAL CONTROL,2005-06-01,,,,,ARDENT HEALTH AND REHABILITATION CO,,229 AIRPORT RD,STE 7-104,ARDEN,NC,287046402,,,Y,N,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20050606001149,7416869326,ATRIUM MARSHALL LLC,3375801350,O,72,ADP OF THE SNF,2021-09-01,,,,,BROAD RIVER REHABILITATION,"BROAD RIVER REHABILITATION, LLC",1 POND ST,,ARDEN,NC,287048500,,,N,Y,Y,Y,N,N,N,N,N,N,N,,,,,N,,,
O20050608000193,7810930138,ATRIUM KING CENTRE LLC,3375801350,O,72,ADP OF THE SNF,2021-09-01,,,,,BROAD RIVER REHABILITATION,"BROAD RIVER REHABILITATION, LLC",1 POND ST,,ARDEN,NC,287048500,,,N,Y,Y,Y,N,N,N,N,N,N,N,,,,,N,,,
O20050706000504,2961448402,MARGATE HEALTH AND REHAB CENTER LLC,5294885356,O,43,OPERATIONAL/MANAGERIAL CONTROL,2006-10-01,,,,,SUNCREST HEALTH MANAGEMENT INC,,1812 BROOKRUN RD,,HENDERSON,NC,275363871,,,Y,N,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20050818000157,4587574355,LIBERTY HEALTHCARE GROUP LLC,1850201625,O,43,OPERATIONAL/MANAGERIAL CONTROL,2005-07-01,,,,,LIBERTY HEALTHCARE MANAGEMENT INC,,2334 41ST STREET,,WILMINGTON,NC,28403,,,N,N,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20050818000157,4587574355,LIBERTY HEALTHCARE GROUP LLC,2961762422,O,86,INDIRECT OWNERSHIP INTEREST,2025-04-29,,,,,RONALD B. AND CYNTHIA J. MCNEILL 2013 IRREVOCABLE TRUST,,2334 41ST STREET,,WILMINGTON,NC,28403,24,N,N,N,N,N,N,N,N,N,N,N,N,,,,Y,N,,N,N
O20050818000157,4587574355,LIBERTY HEALTHCARE GROUP LLC,4587574355,O,86,INDIRECT OWNERSHIP INTEREST,2025-04-29,,,,,LIBERTY HEALTHCARE GROUP LLC,LIBERTY COMMONS NURSING AND REHABILITATION CENTER OF WATAUGA COUNTY,2334 41ST STREET,,WILMINGTON,NC,28403,100,N,N,Y,N,N,N,Y,N,N,N,N,N,,,,,N,,N,N
O20050818000157,4587574355,LIBERTY HEALTHCARE GROUP LLC,6305756172,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2005-07-01,,,,,LIBERTY LONG TERM CARE LLC,,2334 SOUTH 41ST STREET,,WILMINGTON,NC,28403,,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,,N,N
O20050818000157,4587574355,LIBERTY HEALTHCARE GROUP LLC,6305756172,O,85,DIRECT OWNERSHIP INTEREST,2025-04-29,,,,,LIBERTY LONG TERM CARE LLC,,2334 SOUTH 41ST STREET,,WILMINGTON,NC,28403,100,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,,N,N
O20050818000157,4587574355,LIBERTY HEALTHCARE GROUP LLC,7416047246,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2011-03-10,,,,,LONG TERM CARE MANAGEMENT SERVICES LLC,,2334 SOUTH 41 STREET,,WILMINGTON,NC,284035502,100,,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20050818000157,4587574355,LIBERTY HEALTHCARE GROUP LLC,7416047246,O,43,OPERATIONAL/MANAGERIAL CONTROL,2011-03-10,,,,,LONG TERM CARE MANAGEMENT SERVICES LLC,,2334 SOUTH 41 STREET,,WILMINGTON,NC,284035502,100,,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20050818000157,4587574355,LIBERTY HEALTHCARE GROUP LLC,8224398789,O,86,INDIRECT OWNERSHIP INTEREST,2025-04-29,,,,,JOHN A MCNEILL JR 2012 IRRV TR,,2334 41ST STREET,,WILMINGTON,NC,28403,24,N,N,N,N,N,N,N,N,N,N,N,N,,,,Y,N,,N,N
O20050818000200,4587574355,LIBERTY HEALTHCARE GROUP LLC,1850201625,O,43,OPERATIONAL/MANAGERIAL CONTROL,2025-02-17,,,,,LIBERTY HEALTHCARE MANAGEMENT INC,,2334 SOUTH 41ST SREET,,WILMINGTON,NC,28403,,,Y,N,N,Y,N,N,N,N,N,N,N,,,Y,,N,,,
O20050818000200,4587574355,LIBERTY HEALTHCARE GROUP LLC,2668403601,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2005-07-01,,,,,"LIBERTY COMMONS NURSING AND REHABILITATION CENTER OF HALIFAX COUNTY, L",,101 CAROLINA AVENUE,,WELSON,NC,27890,,,N,N,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20050818000200,4587574355,LIBERTY HEALTHCARE GROUP LLC,2860911682,O,72,ADP OF THE SNF,2025-02-17,,,,,JOHN A MCNEILL JR 2014 IRREVOCABLE TRUST,,2334 S 41ST ST,,WILMINGTON,NC,284035502,,,N,N,N,N,N,N,N,N,N,N,N,,,,Y,N,,,
O20050818000200,4587574355,LIBERTY HEALTHCARE GROUP LLC,2860928223,O,72,ADP OF THE SNF,2025-02-17,,,,,LIBERTY REAL PROPERTIES II LLC,,2334 S 41ST ST,,WILMINGTON,NC,284035502,,,N,Y,N,N,N,Y,N,N,N,N,N,,,,,N,,,
O20050818000200,4587574355,LIBERTY HEALTHCARE GROUP LLC,2961762422,O,86,INDIRECT OWNERSHIP INTEREST,2025-02-17,,,,,RONALD B. AND CYNTHIA J. MCNEILL 2013 IRREVOCABLE TRUST,,2334 S 41ST ST,,WILMINGTON,NC,284035502,24,N,N,N,N,N,N,N,N,N,N,N,N,,,,Y,N,,N,N
O20050818000200,4587574355,LIBERTY HEALTHCARE GROUP LLC,4587183306,O,72,ADP OF THE SNF,2025-02-17,,,,,RONALD B AND CYNTHIA J MCNEIL 2014 IRREVOCABLE TRUST,,2334 S 41ST ST,,WILMINGTON,NC,284035502,,,N,N,N,N,N,N,N,N,N,N,N,,,,Y,N,,,
O20050818000200,4587574355,LIBERTY HEALTHCARE GROUP LLC,6305756172,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2005-07-01,,,,,LIBERTY LONG TERM CARE LLC,,2334 SOUTH 41ST STREET,,WILMINGTON,NC,28403,,N,N,Y,N,N,N,Y,N,N,N,N,N,,,,,N,,N,N
O20050818000200,4587574355,LIBERTY HEALTHCARE GROUP LLC,6305756172,O,85,DIRECT OWNERSHIP INTEREST,2025-02-17,,,,,LIBERTY LONG TERM CARE LLC,,2334 SOUTH 41ST STREET,,WILMINGTON,NC,28403,100,N,N,Y,N,N,N,Y,N,N,N,N,N,,,,,N,,N,N
O20050818000200,4587574355,LIBERTY HEALTHCARE GROUP LLC,7416047246,O,43,OPERATIONAL/MANAGERIAL CONTROL,2025-02-17,,,,,LONG TERM CARE MANAGEMENT SERVICES LLC,,2334 S 41ST ST,,WILMINGTON,NC,284035502,,,N,Y,N,Y,N,N,N,N,N,N,N,,,,,N,,,
O20050818000200,4587574355,LIBERTY HEALTHCARE GROUP LLC,7416047246,O,72,ADP OF THE SNF,2025-02-17,,,,,LONG TERM CARE MANAGEMENT SERVICES LLC,,2334 S 41ST ST,,WILMINGTON,NC,284035502,,,N,Y,N,Y,N,N,N,N,N,N,N,,,,,N,,,
O20050818000200,4587574355,LIBERTY HEALTHCARE GROUP LLC,8022519750,O,72,ADP OF THE SNF,2025-02-17,,,,,LIBERTY HEALTHCARE PROPERTIES OF HALIFAX COUNTY LLC,,2334 S 41ST STREET,,WILMINGTON,NC,28403,,,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20050818000200,4587574355,LIBERTY HEALTHCARE GROUP LLC,8224398789,O,86,INDIRECT OWNERSHIP INTEREST,2025-02-17,,,,,JOHN A MCNEILL JR 2012 IRRV TR,,2334 S 41ST ST,,WILMINGTON,NC,284035502,24,N,N,N,N,N,N,N,N,N,N,N,N,,Y,,,N,,N,N
O20050818000224,4587574355,LIBERTY HEALTHCARE GROUP LLC,0941231989,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2005-07-01,,,,,"LIBERTY COMMONS NURSING AND REHABILITATION CENTER OF LEE COUNTY, LLC",,310 COMMERCE DRIVE,,SANFORD,NC,27332,,,N,N,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20050818000224,4587574355,LIBERTY HEALTHCARE GROUP LLC,1850201625,O,72,ADP OF THE SNF,2025-06-06,,,,,LIBERTY HEALTHCARE MANAGEMENT INC,,2334 41ST ST,,WILMINGTON,NC,284035502,,,Y,N,N,Y,N,N,N,N,N,N,N,,,Y,,N,,,
O20050818000224,4587574355,LIBERTY HEALTHCARE GROUP LLC,2961762422,O,86,INDIRECT OWNERSHIP INTEREST,2025-06-06,,,,,RONALD B. AND CYNTHIA J. MCNEILL 2013 IRREVOCABLE TRUST,,2334 41ST ST,,WILMINGTON,NC,284035502,24,N,N,N,N,N,N,N,N,N,N,N,N,,,,Y,N,,N,N
O20050818000224,4587574355,LIBERTY HEALTHCARE GROUP LLC,4587574355,O,86,INDIRECT OWNERSHIP INTEREST,2025-06-06,,,,,LIBERTY HEALTHCARE GROUP LLC,LIBERTY COMMONS NURSING AND REHABILITATION CENTER OF WATAUGA COUNTY,2334 41ST ST,,WILMINGTON,NC,284035502,100,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,,N,N
O20050818000224,4587574355,LIBERTY HEALTHCARE GROUP LLC,6305756172,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2005-07-01,,,,,LIBERTY LONG TERM CARE LLC,,2334 41ST STREET,,WILMINGTON,NC,28403,,,N,N,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20050818000224,4587574355,LIBERTY HEALTHCARE GROUP LLC,7416047246,O,72,ADP OF THE SNF,2025-06-06,,,,,LONG TERM CARE MANAGEMENT SERVICES LLC,,2334 41ST ST,,WILMINGTON,NC,284035502,,,N,Y,N,Y,N,N,N,N,N,N,N,,,,,N,,,
O20050818000224,4587574355,LIBERTY HEALTHCARE GROUP LLC,8224398789,O,86,INDIRECT OWNERSHIP INTEREST,2025-06-06,,,,,JOHN A MCNEILL JR 2012 IRRV TR,,2334 41ST ST,,WILMINGTON,NC,284035502,24,N,N,N,N,N,N,N,N,N,N,N,N,,,,Y,N,,N,N
O20050912000961,1052223757,GRANVILLE HEALTH SYSTEM,4486679792,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,1973-03-08,,,,,COUNTY OF GRANVILLE,,141 WILLIAMSBORO STREET,P. O. BOX 906,OXFORD,NC,275650906,100,N,N,N,Y,N,N,N,N,N,N,N,N,,,,,N,,N,N
O20050912000961,1052223757,GRANVILLE HEALTH SYSTEM,4486679792,O,72,ADP OF THE SNF,1973-03-08,,,,,COUNTY OF GRANVILLE,,141 WILLIAMSBORO STREET,P. O. BOX 906,OXFORD,NC,275650906,,,N,N,Y,N,N,N,N,N,N,N,N,,,,,N,,,
